nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 2145  Val samples: 543

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 3 [180/537] loss=0.1736 mask=0.1359 iou=0.0377
  Epoch 3 [190/537] loss=0.1751 mask=0.1373 iou=0.0378
  Epoch 3 [200/537] loss=0.1759 mask=0.1377 iou=0.0382
  Epoch 3 [210/537] loss=0.1742 mask=0.1364 iou=0.0378
  Epoch 3 [220/537] loss=0.1757 mask=0.1375 iou=0.0381
  Epoch 3 [230/537] loss=0.1747 mask=0.1369 iou=0.0378
  Epoch 3 [240/537] loss=0.1780 mask=0.1390 iou=0.0390
  Epoch 3 [250/537] loss=0.1794 mask=0.1397 iou=0.0396
  Epoch 3 [260/537] loss=0.1794 mask=0.1398 iou=0.0396
  Epoch 3 [270/537] loss=0.1799 mask=0.1398 iou=0.0401
  Epoch 3 [280/537] loss=0.1783 mask=0.1391 iou=0.0392
  Epoch 3 [290/537] loss=0.1792 mask=0.1399 iou=0.0393
  Epoch 3 [300/537] loss=0.1791 mask=0.1396 iou=0.0396
  Epoch 3 [310/537] loss=0.1797 mask=0.1399 iou=0.0398
  Epoch 3 [320/537] loss=0.1799 mask=0.1403 iou=0.0396
  Epoch 3 [330/537] loss=0.1808 mask=0.1410 iou=0.0398
  Epoch 3 [340/537] loss=0.1794 mask=0.1401 iou=0.0393
  Epoch 3 [350/537] loss=0.1791 mask=0.1398 iou=0.0393
  Epoch 3 [360/537] loss=0.1807 mask=0.1408 iou=0.0399
  Epoch 3 [370/537] loss=0.1806 mask=0.1406 iou=0.0400
  Epoch 3 [380/537] loss=0.1825 mask=0.1423 iou=0.0402
  Epoch 3 [390/537] loss=0.1809 mask=0.1408 iou=0.0401
  Epoch 3 [400/537] loss=0.1816 mask=0.1416 iou=0.0400
  Epoch 3 [410/537] loss=0.1798 mask=0.1403 iou=0.0396
  Epoch 3 [420/537] loss=0.1798 mask=0.1403 iou=0.0395
  Epoch 3 [430/537] loss=0.1792 mask=0.1399 iou=0.0393
  Epoch 3 [440/537] loss=0.1799 mask=0.1405 iou=0.0394
  Epoch 3 [450/537] loss=0.1783 mask=0.1394 iou=0.0389
  Epoch 3 [460/537] loss=0.1791 mask=0.1400 iou=0.0391
  Epoch 3 [470/537] loss=0.1797 mask=0.1403 iou=0.0393
  Epoch 3 [480/537] loss=0.1790 mask=0.1396 iou=0.0394
  Epoch 3 [490/537] loss=0.1779 mask=0.1389 iou=0.0390
  Epoch 3 [500/537] loss=0.1792 mask=0.1399 iou=0.0393
  Epoch 3 [510/537] loss=0.1796 mask=0.1401 iou=0.0395
  Epoch 3 [520/537] loss=0.1795 mask=0.1398 iou=0.0397
  Epoch 3 [530/537] loss=0.1792 mask=0.1396 iou=0.0396
  Train: loss=0.1814 mask=0.1415 iou=0.0399 time=289.3s
  Val epoch 3: loss=0.2091

=== Phase1 Epoch 4/49 ===
  Epoch 4 [10/537] loss=0.1988 mask=0.1719 iou=0.0269
  Epoch 4 [20/537] loss=0.1703 mask=0.1391 iou=0.0312
  Epoch 4 [30/537] loss=0.1701 mask=0.1378 iou=0.0324
  Epoch 4 [40/537] loss=0.1599 mask=0.1286 iou=0.0313
  Epoch 4 [50/537] loss=0.1623 mask=0.1298 iou=0.0325
  Epoch 4 [60/537] loss=0.1667 mask=0.1321 iou=0.0345
  Epoch 4 [70/537] loss=0.1702 mask=0.1344 iou=0.0357
  Epoch 4 [80/537] loss=0.1743 mask=0.1384 iou=0.0358
  Epoch 4 [90/537] loss=0.1707 mask=0.1347 iou=0.0360
  Epoch 4 [100/537] loss=0.1663 mask=0.1314 iou=0.0349
  Epoch 4 [110/537] loss=0.1637 mask=0.1289 iou=0.0348
  Epoch 4 [120/537] loss=0.1667 mask=0.1306 iou=0.0361
  Epoch 4 [130/537] loss=0.1635 mask=0.1282 iou=0.0353
  Epoch 4 [140/537] loss=0.1614 mask=0.1269 iou=0.0345
  Epoch 4 [150/537] loss=0.1628 mask=0.1274 iou=0.0353
  Epoch 4 [160/537] loss=0.1626 mask=0.1279 iou=0.0347
  Epoch 4 [170/537] loss=0.1624 mask=0.1272 iou=0.0352
  Epoch 4 [180/537] loss=0.1577 mask=0.1231 iou=0.0346
  Epoch 4 [190/537] loss=0.1601 mask=0.1250 iou=0.0351
  Epoch 4 [200/537] loss=0.1599 mask=0.1254 iou=0.0345
  Epoch 4 [210/537] loss=0.1614 mask=0.1266 iou=0.0349
  Epoch 4 [220/537] loss=0.1621 mask=0.1272 iou=0.0350
  Epoch 4 [230/537] loss=0.1630 mask=0.1274 iou=0.0356
  Epoch 4 [240/537] loss=0.1634 mask=0.1282 iou=0.0353
  Epoch 4 [250/537] loss=0.1643 mask=0.1289 iou=0.0354
  Epoch 4 [260/537] loss=0.1650 mask=0.1296 iou=0.0353
  Epoch 4 [270/537] loss=0.1670 mask=0.1307 iou=0.0364
  Epoch 4 [280/537] loss=0.1660 mask=0.1299 iou=0.0361
  Epoch 4 [290/537] loss=0.1675 mask=0.1310 iou=0.0365
  Epoch 4 [300/537] loss=0.1696 mask=0.1327 iou=0.0369
  Epoch 4 [310/537] loss=0.1682 mask=0.1318 iou=0.0364
  Epoch 4 [320/537] loss=0.1681 mask=0.1318 iou=0.0363
  Epoch 4 [330/537] loss=0.1687 mask=0.1321 iou=0.0365
  Epoch 4 [340/537] loss=0.1681 mask=0.1319 iou=0.0362
  Epoch 4 [350/537] loss=0.1673 mask=0.1313 iou=0.0361
  Epoch 4 [360/537] loss=0.1685 mask=0.1320 iou=0.0365
  Epoch 4 [370/537] loss=0.1689 mask=0.1323 iou=0.0366
  Epoch 4 [380/537] loss=0.1685 mask=0.1323 iou=0.0362
  Epoch 4 [390/537] loss=0.1714 mask=0.1344 iou=0.0369
  Epoch 4 [400/537] loss=0.1723 mask=0.1352 iou=0.0371
  Epoch 4 [410/537] loss=0.1727 mask=0.1356 iou=0.0371
  Epoch 4 [420/537] loss=0.1755 mask=0.1373 iou=0.0382
  Epoch 4 [430/537] loss=0.1747 mask=0.1367 iou=0.0380
  Epoch 4 [440/537] loss=0.1747 mask=0.1367 iou=0.0380
  Epoch 4 [450/537] loss=0.1748 mask=0.1368 iou=0.0379
  Epoch 4 [460/537] loss=0.1742 mask=0.1365 iou=0.0377
  Epoch 4 [470/537] loss=0.1736 mask=0.1362 iou=0.0374
  Epoch 4 [480/537] loss=0.1720 mask=0.1352 iou=0.0369
  Epoch 4 [490/537] loss=0.1722 mask=0.1352 iou=0.0370
  Epoch 4 [500/537] loss=0.1720 mask=0.1351 iou=0.0369
  Epoch 4 [510/537] loss=0.1714 mask=0.1346 iou=0.0368
  Epoch 4 [520/537] loss=0.1703 mask=0.1338 iou=0.0365
  Epoch 4 [530/537] loss=0.1699 mask=0.1336 iou=0.0363
  Train: loss=0.1716 mask=0.1354 iou=0.0362 time=286.7s
  Val epoch 4: loss=0.1921
  Saved best phase1 model (val_loss=0.1921)

=== Phase1 Epoch 5/49 ===
  Epoch 5 [10/537] loss=0.0912 mask=0.0740 iou=0.0172
  Epoch 5 [20/537] loss=0.1391 mask=0.1113 iou=0.0278
  Epoch 5 [30/537] loss=0.1613 mask=0.1242 iou=0.0370
  Epoch 5 [40/537] loss=0.1658 mask=0.1281 iou=0.0377
  Epoch 5 [50/537] loss=0.1776 mask=0.1380 iou=0.0396
  Epoch 5 [60/537] loss=0.1817 mask=0.1417 iou=0.0400
  Epoch 5 [70/537] loss=0.1752 mask=0.1349 iou=0.0403
  Epoch 5 [80/537] loss=0.1735 mask=0.1333 iou=0.0402
  Epoch 5 [90/537] loss=0.1708 mask=0.1325 iou=0.0383
  Epoch 5 [100/537] loss=0.1635 mask=0.1269 iou=0.0366
  Epoch 5 [110/537] loss=0.1657 mask=0.1285 iou=0.0372
  Epoch 5 [120/537] loss=0.1611 mask=0.1256 iou=0.0355
  Epoch 5 [130/537] loss=0.1567 mask=0.1220 iou=0.0347
  Epoch 5 [140/537] loss=0.1581 mask=0.1222 iou=0.0359
  Epoch 5 [150/537] loss=0.1593 mask=0.1229 iou=0.0364
  Epoch 5 [160/537] loss=0.1607 mask=0.1241 iou=0.0366
  Epoch 5 [170/537] loss=0.1579 mask=0.1220 iou=0.0359
  Epoch 5 [180/537] loss=0.1583 mask=0.1224 iou=0.0359
  Epoch 5 [190/537] loss=0.1572 mask=0.1216 iou=0.0355
  Epoch 5 [200/537] loss=0.1589 mask=0.1230 iou=0.0359
  Epoch 5 [210/537] loss=0.1570 mask=0.1217 iou=0.0353
  Epoch 5 [220/537] loss=0.1552 mask=0.1204 iou=0.0348
  Epoch 5 [230/537] loss=0.1551 mask=0.1206 iou=0.0345
  Epoch 5 [240/537] loss=0.1553 mask=0.1209 iou=0.0343
  Epoch 5 [250/537] loss=0.1550 mask=0.1208 iou=0.0342
  Epoch 5 [260/537] loss=0.1591 mask=0.1238 iou=0.0354
  Epoch 5 [270/537] loss=0.1568 mask=0.1222 iou=0.0346
  Epoch 5 [280/537] loss=0.1579 mask=0.1229 iou=0.0350
  Epoch 5 [290/537] loss=0.1601 mask=0.1247 iou=0.0354
  Epoch 5 [300/537] loss=0.1595 mask=0.1242 iou=0.0352
  Epoch 5 [310/537] loss=0.1606 mask=0.1249 iou=0.0357
  Epoch 5 [320/537] loss=0.1607 mask=0.1250 iou=0.0357
  Epoch 5 [330/537] loss=0.1621 mask=0.1258 iou=0.0362
  Epoch 5 [340/537] loss=0.1630 mask=0.1265 iou=0.0365
  Epoch 5 [350/537] loss=0.1636 mask=0.1271 iou=0.0365
  Epoch 5 [360/537] loss=0.1635 mask=0.1270 iou=0.0364
  Epoch 5 [370/537] loss=0.1622 mask=0.1261 iou=0.0362
  Epoch 5 [380/537] loss=0.1627 mask=0.1267 iou=0.0360
  Epoch 5 [390/537] loss=0.1626 mask=0.1265 iou=0.0360
  Epoch 5 [400/537] loss=0.1611 mask=0.1255 iou=0.0356
  Epoch 5 [410/537] loss=0.1612 mask=0.1259 iou=0.0353
  Epoch 5 [420/537] loss=0.1614 mask=0.1262 iou=0.0352
  Epoch 5 [430/537] loss=0.1624 mask=0.1267 iou=0.0357
  Epoch 5 [440/537] loss=0.1616 mask=0.1261 iou=0.0355
  Epoch 5 [450/537] loss=0.1635 mask=0.1276 iou=0.0359
  Epoch 5 [460/537] loss=0.1658 mask=0.1292 iou=0.0365
  Epoch 5 [470/537] loss=0.1657 mask=0.1291 iou=0.0366
  Epoch 5 [480/537] loss=0.1662 mask=0.1296 iou=0.0367
