nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 2145  Val samples: 543

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 3 [50/537] loss=0.1137 mask=0.0924 iou=0.0214
  Epoch 3 [60/537] loss=0.1177 mask=0.0961 iou=0.0216
  Epoch 3 [70/537] loss=0.1194 mask=0.0975 iou=0.0219
  Epoch 3 [80/537] loss=0.1180 mask=0.0964 iou=0.0216
  Epoch 3 [90/537] loss=0.1161 mask=0.0952 iou=0.0210
  Epoch 3 [100/537] loss=0.1148 mask=0.0943 iou=0.0205
  Epoch 3 [110/537] loss=0.1139 mask=0.0933 iou=0.0206
  Epoch 3 [120/537] loss=0.1178 mask=0.0967 iou=0.0211
  Epoch 3 [130/537] loss=0.1194 mask=0.0977 iou=0.0217
  Epoch 3 [140/537] loss=0.1201 mask=0.0983 iou=0.0217
  Epoch 3 [150/537] loss=0.1190 mask=0.0979 iou=0.0212
  Epoch 3 [160/537] loss=0.1159 mask=0.0954 iou=0.0205
  Epoch 3 [170/537] loss=0.1163 mask=0.0957 iou=0.0206
  Epoch 3 [180/537] loss=0.1172 mask=0.0961 iou=0.0211
  Epoch 3 [190/537] loss=0.1158 mask=0.0949 iou=0.0209
  Epoch 3 [200/537] loss=0.1148 mask=0.0942 iou=0.0206
  Epoch 3 [210/537] loss=0.1141 mask=0.0938 iou=0.0203
  Epoch 3 [220/537] loss=0.1147 mask=0.0943 iou=0.0204
  Epoch 3 [230/537] loss=0.1138 mask=0.0937 iou=0.0202
  Epoch 3 [240/537] loss=0.1142 mask=0.0941 iou=0.0201
  Epoch 3 [250/537] loss=0.1132 mask=0.0935 iou=0.0197
  Epoch 3 [260/537] loss=0.1131 mask=0.0934 iou=0.0197
