nohup: ignoring input
/home/LXT/.conda/envs/dinov3-sam/lib/python3.10/runpy.py:126: RuntimeWarning: 'dinosam.train.trainer' found in sys.modules after import of package 'dinosam.train', but prior to execution of 'dinosam.train.trainer'; this may result in unpredictable behaviour
  warn(RuntimeWarning(msg))
Initialized depth branch from SAM inner weights (depth_prediction_head random)
Train samples: 880  Val samples: 220

============================================================
PHASE 1: Mask-only training (dice + iou loss)
============================================================
Phase 1: Total params: 97,379,069  Trainable: 4,064,560

=== Phase1 Epoch 0/49 ===
  Epoch 3 [260/440] loss=0.1432 mask=0.1234 iou=0.0198
  Epoch 3 [270/440] loss=0.1403 mask=0.1210 iou=0.0193
  Epoch 3 [280/440] loss=0.1408 mask=0.1217 iou=0.0191
  Epoch 3 [290/440] loss=0.1410 mask=0.1219 iou=0.0190
  Epoch 3 [300/440] loss=0.1412 mask=0.1222 iou=0.0191
  Epoch 3 [310/440] loss=0.1426 mask=0.1232 iou=0.0195
  Epoch 3 [320/440] loss=0.1432 mask=0.1237 iou=0.0195
  Epoch 3 [330/440] loss=0.1444 mask=0.1248 iou=0.0195
  Epoch 3 [340/440] loss=0.1452 mask=0.1254 iou=0.0198
  Epoch 3 [350/440] loss=0.1436 mask=0.1242 iou=0.0194
  Epoch 3 [360/440] loss=0.1419 mask=0.1228 iou=0.0191
  Epoch 3 [370/440] loss=0.1420 mask=0.1229 iou=0.0191
  Epoch 3 [380/440] loss=0.1412 mask=0.1222 iou=0.0189
  Epoch 3 [390/440] loss=0.1407 mask=0.1221 iou=0.0187
  Epoch 3 [400/440] loss=0.1416 mask=0.1227 iou=0.0189
  Epoch 3 [410/440] loss=0.1409 mask=0.1221 iou=0.0188
  Epoch 3 [420/440] loss=0.1424 mask=0.1234 iou=0.0191
  Epoch 3 [430/440] loss=0.1413 mask=0.1224 iou=0.0189
  Epoch 3 [440/440] loss=0.1406 mask=0.1220 iou=0.0187
  Train: loss=0.1406 mask=0.1220 iou=0.0187 time=201.2s
  Val epoch 3: loss=0.1504
  Saved best phase1 model (val_loss=0.1504)

=== Phase1 Epoch 4/49 ===
  Epoch 4 [10/440] loss=0.1668 mask=0.1377 iou=0.0291
  Epoch 4 [20/440] loss=0.1244 mask=0.1063 iou=0.0181
  Epoch 4 [30/440] loss=0.1084 mask=0.0948 iou=0.0136
  Epoch 4 [40/440] loss=0.1074 mask=0.0939 iou=0.0135
  Epoch 4 [50/440] loss=0.1118 mask=0.0977 iou=0.0141
  Epoch 4 [60/440] loss=0.1048 mask=0.0923 iou=0.0126
  Epoch 4 [70/440] loss=0.1040 mask=0.0913 iou=0.0127
  Epoch 4 [80/440] loss=0.1077 mask=0.0952 iou=0.0125
  Epoch 4 [90/440] loss=0.1113 mask=0.0986 iou=0.0127
  Epoch 4 [100/440] loss=0.1180 mask=0.1033 iou=0.0147
  Epoch 4 [110/440] loss=0.1141 mask=0.1001 iou=0.0139
  Epoch 4 [120/440] loss=0.1186 mask=0.1040 iou=0.0146
  Epoch 4 [130/440] loss=0.1166 mask=0.1019 iou=0.0147
  Epoch 4 [140/440] loss=0.1170 mask=0.1027 iou=0.0144
  Epoch 4 [150/440] loss=0.1201 mask=0.1050 iou=0.0151
  Epoch 4 [160/440] loss=0.1187 mask=0.1041 iou=0.0147
  Epoch 4 [170/440] loss=0.1202 mask=0.1053 iou=0.0149
  Epoch 4 [180/440] loss=0.1209 mask=0.1056 iou=0.0153
  Epoch 4 [190/440] loss=0.1212 mask=0.1059 iou=0.0154
  Epoch 4 [200/440] loss=0.1212 mask=0.1062 iou=0.0150
  Epoch 4 [210/440] loss=0.1231 mask=0.1078 iou=0.0152
  Epoch 4 [220/440] loss=0.1232 mask=0.1078 iou=0.0154
  Epoch 4 [230/440] loss=0.1235 mask=0.1079 iou=0.0156
  Epoch 4 [240/440] loss=0.1231 mask=0.1073 iou=0.0157
  Epoch 4 [250/440] loss=0.1256 mask=0.1094 iou=0.0162
  Epoch 4 [260/440] loss=0.1259 mask=0.1099 iou=0.0160
  Epoch 4 [270/440] loss=0.1257 mask=0.1099 iou=0.0158
  Epoch 4 [280/440] loss=0.1280 mask=0.1117 iou=0.0163
  Epoch 4 [290/440] loss=0.1274 mask=0.1113 iou=0.0161
  Epoch 4 [300/440] loss=0.1293 mask=0.1132 iou=0.0161
  Epoch 4 [310/440] loss=0.1312 mask=0.1152 iou=0.0160
  Epoch 4 [320/440] loss=0.1305 mask=0.1147 iou=0.0158
  Epoch 4 [330/440] loss=0.1312 mask=0.1151 iou=0.0161
  Epoch 4 [340/440] loss=0.1303 mask=0.1144 iou=0.0159
  Epoch 4 [350/440] loss=0.1309 mask=0.1149 iou=0.0160
  Epoch 4 [360/440] loss=0.1306 mask=0.1145 iou=0.0161
  Epoch 4 [370/440] loss=0.1302 mask=0.1139 iou=0.0163
  Epoch 4 [380/440] loss=0.1295 mask=0.1133 iou=0.0162
  Epoch 4 [390/440] loss=0.1293 mask=0.1131 iou=0.0162
  Epoch 4 [400/440] loss=0.1303 mask=0.1139 iou=0.0164
  Epoch 4 [410/440] loss=0.1316 mask=0.1148 iou=0.0168
  Epoch 4 [420/440] loss=0.1305 mask=0.1139 iou=0.0166
  Epoch 4 [430/440] loss=0.1305 mask=0.1140 iou=0.0164
  Epoch 4 [440/440] loss=0.1296 mask=0.1134 iou=0.0163
  Train: loss=0.1296 mask=0.1134 iou=0.0163 time=196.9s
  Val epoch 4: loss=0.1472
  Saved best phase1 model (val_loss=0.1472)

=== Phase1 Epoch 5/49 ===
  Epoch 5 [10/440] loss=0.1323 mask=0.1181 iou=0.0142
  Epoch 5 [20/440] loss=0.1016 mask=0.0923 iou=0.0093
  Epoch 5 [30/440] loss=0.1199 mask=0.1070 iou=0.0129
  Epoch 5 [40/440] loss=0.1193 mask=0.1069 iou=0.0124
  Epoch 5 [50/440] loss=0.1118 mask=0.1001 iou=0.0116
  Epoch 5 [60/440] loss=0.1085 mask=0.0974 iou=0.0111
  Epoch 5 [70/440] loss=0.1174 mask=0.1043 iou=0.0132
  Epoch 5 [80/440] loss=0.1135 mask=0.1012 iou=0.0123
  Epoch 5 [90/440] loss=0.1190 mask=0.1064 iou=0.0126
  Epoch 5 [100/440] loss=0.1303 mask=0.1152 iou=0.0150
  Epoch 5 [110/440] loss=0.1340 mask=0.1183 iou=0.0157
  Epoch 5 [120/440] loss=0.1361 mask=0.1196 iou=0.0165
  Epoch 5 [130/440] loss=0.1403 mask=0.1233 iou=0.0170
  Epoch 5 [140/440] loss=0.1402 mask=0.1227 iou=0.0175
  Epoch 5 [150/440] loss=0.1361 mask=0.1190 iou=0.0171
  Epoch 5 [160/440] loss=0.1336 mask=0.1169 iou=0.0166
  Epoch 5 [170/440] loss=0.1319 mask=0.1154 iou=0.0165
  Epoch 5 [180/440] loss=0.1287 mask=0.1129 iou=0.0158
  Epoch 5 [190/440] loss=0.1271 mask=0.1117 iou=0.0154
  Epoch 5 [200/440] loss=0.1288 mask=0.1126 iou=0.0161
  Epoch 5 [210/440] loss=0.1291 mask=0.1132 iou=0.0159
  Epoch 5 [220/440] loss=0.1283 mask=0.1123 iou=0.0160
  Epoch 5 [230/440] loss=0.1276 mask=0.1118 iou=0.0158
  Epoch 5 [240/440] loss=0.1270 mask=0.1115 iou=0.0156
  Epoch 5 [250/440] loss=0.1261 mask=0.1107 iou=0.0154
  Epoch 5 [260/440] loss=0.1257 mask=0.1105 iou=0.0152
  Epoch 5 [270/440] loss=0.1250 mask=0.1100 iou=0.0150
  Epoch 5 [280/440] loss=0.1244 mask=0.1097 iou=0.0147
  Epoch 5 [290/440] loss=0.1246 mask=0.1099 iou=0.0147
  Epoch 5 [300/440] loss=0.1250 mask=0.1103 iou=0.0147
  Epoch 5 [310/440] loss=0.1258 mask=0.1110 iou=0.0148
  Epoch 5 [320/440] loss=0.1253 mask=0.1104 iou=0.0149
  Epoch 5 [330/440] loss=0.1246 mask=0.1098 iou=0.0148
  Epoch 5 [340/440] loss=0.1240 mask=0.1095 iou=0.0145
  Epoch 5 [350/440] loss=0.1238 mask=0.1095 iou=0.0143
  Epoch 5 [360/440] loss=0.1226 mask=0.1085 iou=0.0141
  Epoch 5 [370/440] loss=0.1237 mask=0.1094 iou=0.0143
  Epoch 5 [380/440] loss=0.1236 mask=0.1092 iou=0.0143
  Epoch 5 [390/440] loss=0.1239 mask=0.1097 iou=0.0142
  Epoch 5 [400/440] loss=0.1235 mask=0.1094 iou=0.0141
  Epoch 5 [410/440] loss=0.1225 mask=0.1085 iou=0.0140
  Epoch 5 [420/440] loss=0.1215 mask=0.1077 iou=0.0138
  Epoch 5 [430/440] loss=0.1223 mask=0.1081 iou=0.0141
  Epoch 5 [440/440] loss=0.1238 mask=0.1091 iou=0.0147
  Train: loss=0.1238 mask=0.1091 iou=0.0147 time=208.1s
  Val epoch 5: loss=0.1401
  Saved best phase1 model (val_loss=0.1401)

=== Phase1 Epoch 6/49 ===
  Epoch 6 [10/440] loss=0.1131 mask=0.1037 iou=0.0093
  Epoch 6 [20/440] loss=0.1023 mask=0.0922 iou=0.0101
  Epoch 6 [30/440] loss=0.1127 mask=0.1006 iou=0.0121
  Epoch 6 [40/440] loss=0.1179 mask=0.1044 iou=0.0135
  Epoch 6 [50/440] loss=0.1100 mask=0.0972 iou=0.0129
